epoch,out_0,out_1,step,train_loss
24,0.4114244282245636,0.46915388107299805,49,0.2817975878715515
49,0.41768136620521545,0.47805702686309814,99,0.27242445945739746
74,0.4228694438934326,0.48601123690605164,149,0.2641844153404236
99,0.4270741045475006,0.49313658475875854,199,0.2569105327129364
124,0.43037325143814087,0.49954456090927124,249,0.2504556477069855
149,0.4328334331512451,0.5053355693817139,299,0.24469289183616638
174,0.43450984358787537,0.5106003880500793,349,0.23951198160648346
199,0.435447633266449,0.515421450138092,399,0.23481637239456177
224,0.43568170070648193,0.5198747515678406,449,0.23052024841308594
249,0.435237318277359,0.5240307450294495,499,0.2265467345714569
274,0.4341302812099457,0.5279555320739746,549,0.22282597422599792
299,0.43236714601516724,0.5317124724388123,599,0.21929320693016052
324,0.4299447238445282,0.535362958908081,649,0.21588757634162903
349,0.42685002088546753,0.5389677882194519,699,0.21255069971084595
374,0.4230591058731079,0.5425882339477539,749,0.20922552049160004
399,0.4185367226600647,0.546287477016449,799,0.20585505664348602
424,0.41323429346084595,0.5501308441162109,849,0.20238225162029266
449,0.4070892035961151,0.5541881322860718,899,0.19874821603298187
474,0.4000227749347687,0.5585347414016724,949,0.1948915719985962
499,0.3919389843940735,0.5632520914077759,999,0.19074873626232147
524,0.3827217221260071,0.568429708480835,1049,0.1862529218196869
549,0.3722345530986786,0.5741658806800842,1099,0.1813347041606903
574,0.36032214760780334,0.5805679559707642,1149,0.17592324316501617
599,0.34681236743927,0.5877530574798584,1199,0.1699475347995758
624,0.33152586221694946,0.5958446860313416,1249,0.16334152221679688
649,0.3142910599708557,0.6049688458442688,1299,0.15604960918426514
674,0.29497337341308594,0.6152442693710327,1349,0.14803697168827057
699,0.27351608872413635,0.626767098903656,1399,0.1393028050661087
724,0.25000011920928955,0.6395909786224365,1449,0.1298946589231491
749,0.22470597922801971,0.6536961197853088,1499,0.11992637813091278
774,0.19816912710666656,0.6689630746841431,1549,0.10958544909954071
799,0.17118889093399048,0.6851511597633362,1599,0.09912978857755661
824,0.14476504921913147,0.7019034028053284,1649,0.08886158466339111
849,0.11994972825050354,0.7187811136245728,1699,0.07908406108617783
874,0.09765113145112991,0.7353277206420898,1749,0.0700514167547226
899,0.07846587151288986,0.7511408925056458,1799,0.06193085387349129
924,0.06259970366954803,0.765925943851471,1849,0.054790664464235306
949,0.04990493133664131,0.7795171737670898,1899,0.048612676560878754
974,0.03999092057347298,0.7918657064437866,1949,0.043319884687662125
999,0.03236037865281105,0.8030096292495728,1999,0.03880520537495613
1024,0.02651553973555565,0.8130403161048889,2049,0.034953922033309937
1049,0.022022299468517303,0.8220731019973755,2099,0.03165798261761665
1074,0.018535388633608818,0.830228865146637,2149,0.028822237625718117
1099,0.01579401269555092,0.8376209735870361,2199,0.0263669490814209
1124,0.013608169741928577,0.8443511128425598,2249,0.02422657608985901
1149,0.011840160936117172,0.8505074977874756,2299,0.022348009049892426
1174,0.01039122510701418,0.8561646342277527,2349,0.020688612014055252
1199,0.009189104661345482,0.8613858819007874,2399,0.019213873893022537
1224,0.008181015960872173,0.8662245273590088,2449,0.017895877361297607
1249,0.007327306549996138,0.8707253336906433,2499,0.016711939126253128
1274,0.006597376894205809,0.8749265074729919,2549,0.015643378719687462
1299,0.005968722049146891,0.878860354423523,2599,0.014674813486635685
1324,0.005423516035079956,0.8825543522834778,2649,0.013793480582535267
1349,0.00494740717113018,0.8860324621200562,2699,0.012988599948585033
1374,0.004529087338596582,0.8893152475357056,2749,0.012251114472746849
1399,0.004159518517553806,0.8924204111099243,2799,0.0115733677521348
1424,0.003831923007965088,0.8953636884689331,2849,0.010948757641017437
1449,0.0035398027393966913,0.8981587886810303,2899,0.010371631942689419
1474,0.00327791809104383,0.9008176326751709,2949,0.009837142191827297
1499,0.0030428965110331774,0.9033508896827698,2999,0.009341050870716572
1524,0.002830637153238058,0.9057683944702148,3049,0.008879595436155796
1549,0.002638674806803465,0.9080786108970642,3099,0.00844954140484333
1574,0.0024644467048346996,0.91028892993927,3149,0.008048076182603836
1599,0.002305377274751663,0.9124064445495605,3199,0.007672631181776524
1624,0.0021602946799248457,0.9144374132156372,3249,0.007320956327021122
1649,0.0020275283604860306,0.9163873791694641,3299,0.006991070229560137
1674,0.0019056737655773759,0.9182614088058472,3349,0.006681197322905064
1699,0.00179364625364542,0.9200643301010132,3399,0.006389711517840624
1724,0.0016904380172491074,0.9218003153800964,3449,0.00611519068479538
1749,0.0015949001535773277,0.9234732389450073,3499,0.0058563449420034885
1774,0.0015070008812472224,0.9250869154930115,3549,0.005611970089375973
1799,0.0014249823288992047,0.9266442060470581,3599,0.0053810724057257175
1824,0.001349107944406569,0.928148627281189,3649,0.005162619985640049
1849,0.001278626499697566,0.9296026825904846,3699,0.00495578208938241
1874,0.0012123184278607368,0.9310092329978943,3749,0.0047597261145710945
1899,0.0011512648779898882,0.9323704838752747,3799,0.004573751240968704
1924,0.0010939686326310039,0.9336888194084167,3849,0.0043971724808216095
1949,0.0010401095496490598,0.9349662065505981,3899,0.004229394253343344
1974,0.0009898056741803885,0.936204731464386,3949,0.0040698363445699215
1999,0.0009426805190742016,0.9374061226844788,3999,0.003917993512004614
